"","epidermal cell_Skin","endothelial cell_Fat","basal cell_Mammary_Gland","endothelial cell_Heart","bladder cell_Bladder","leukocyte_Heart","microglial cell_Brain_Myeloid","immature T cell_Thymus","B cell_Spleen","macrophage_Kidney","mesenchymal stem cell of adipose_Fat","fibroblast_Heart","endocardial cell_Heart","skeletal muscle satellite stem cell_Limb_Muscle","bladder urothelial cell_Bladder","skeletal muscle satellite cell_Limb_Muscle","basal cell of epidermis_Tongue","astrocyte_Brain_Non-Myeloid","keratinocyte_Tongue","granulocyte_Marrow","endothelial cell_Trachea","basophil_Marrow","keratinocyte stem cell_Skin","basal cell of epidermis_Skin","mesenchymal cell_Trachea","natural killer cell_Fat","stromal cell_Lung","lung endothelial cell_Lung","oligodendrocyte_Brain_Non-Myeloid","endothelial cell_Brain_Non-Myeloid","Slamf1-positive multipotent progenitor cell_Marrow","megakaryocyte-erythroid progenitor cell_Marrow","epithelial cell of large intestine_Large_Intestine","immature B cell_Marrow","Slamf1-negative multipotent progenitor cell_Marrow","large intestine goblet cell_Large_Intestine","pancreatic A cell_Pancreas","natural killer cell_Liver","stem cell of epidermis_Skin","neuron_Brain_Non-Myeloid","monocyte_Marrow","Brush cell of epithelium proper of large intestine_Large_Intestine","late pro-B cell_Marrow","naive B cell_Marrow","granulocyte monocyte progenitor cell_Marrow","immature T cell_Marrow","cardiac muscle cell_Heart","hepatocyte_Liver","myeloid cell_Fat","T cell_Spleen","endothelial cell_Kidney","leukocyte_Thymus","granulocytopoietic cell_Marrow","B cell_Fat","oligodendrocyte precursor cell_Brain_Non-Myeloid","common lymphoid progenitor_Marrow","macrophage_Brain_Myeloid","macrophage_Marrow","T cell_Fat","type B pancreatic cell_Pancreas","endothelial cell of hepatic sinusoid_Liver","myeloid cell_Lung","luminal epithelial cell of mammary gland_Mammary_Gland","macrophage_Spleen","B cell_Marrow","hematopoietic precursor cell_Marrow","kidney collecting duct epithelial cell_Kidney","pre-natural killer cell_Marrow","leukocyte_Pancreas","Bergmann glial cell_Brain_Non-Myeloid","precursor B cell_Marrow","macrophage_Limb_Muscle","Kupffer cell_Liver","pancreatic acinar cell_Pancreas","blood cell_Trachea","epithelial cell of proximal tubule_Kidney","enterocyte of epithelium of large intestine_Large_Intestine","pancreatic PP cell_Pancreas","brain pericyte_Brain_Non-Myeloid","mature natural killer cell_Marrow","epithelial cell_Trachea","pancreatic ductal cell_Pancreas","stromal cell_Mammary_Gland","endothelial cell_Pancreas","endothelial cell_Mammary_Gland","professional antigen presenting cell_Heart","monocyte_Lung","erythrocyte_Heart","immature natural killer cell_Marrow","pancreatic D cell_Pancreas","classical monocyte_Lung","B cell_Liver","B cell_Lung","leukocyte_Skin","enteroendocrine cell_Large_Intestine","DN1 thymic pro-T cell_Thymus","T cell_Lung","natural killer cell_Lung","epithelial cell of lung_Lung","pancreatic stellate cell_Pancreas","ciliated columnar cell of tracheobronchial tree_Lung","endothelial cell_Limb_Muscle","smooth muscle cell_Heart","regulatory T cell_Marrow","leukocyte_Kidney","leukocyte_Lung","mesenchymal stem cell_Limb_Muscle","immature NK T cell_Marrow","B cell_Limb_Muscle","lymphocyte_Limb_Muscle","T cell_Limb_Muscle"
"Atf5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689692568994526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0269206644551848,NA,0.296556877201636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0306851741078477,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0698791279620042,NA,NA,NA,NA,0.00681888374691853,NA,0.436348712535683,0.000666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067414975493979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atf6",NA,NA,NA,NA,NA,NA,NA,0.595383956157063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0504038688206637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124913501616432,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0103455171616986,NA,NA,NA,NA,0.0659491318078652,0.0839614909050929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0332104203373129,0.028068885977887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0932771562609951,NA,NA,NA,NA,NA,0.183419786289813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atf6b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0942916608089727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434513911821582,NA,NA,NA,NA,0.0291447271358439,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0242470735226347,NA,NA,NA,NA,0.10232930459879,0.114456541793363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0300863006362654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147282155926037,NA,NA,NA,NA,NA,0.227652961661189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atf7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0967166061265587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0405004582726354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0712274041212245,NA,NA,NA,NA,NA,NA,0.0433654996575684,0.0219344901800879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atoh1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013566230990604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6798959499433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00408894993894994,NA,NA,NA,NA,0.0744973910235234,NA,0.000875,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atoh8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00838312431735188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173522724499547,NA,NA,NA,NA,NA,NA,NA,0.00924228787153141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0258316505154439,0.0018869047619047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AW146154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00250356222769871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0693575965608486,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0743300201144619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bach1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0598399906694555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49602279403748,NA,NA,NA,NA,NA,NA,NA,0.858147612784997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191954067387838,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51323293690183,NA,NA,NA,NA,NA,NA,NA,0.111372375110535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.433408371752778,NA,NA,NA,NA,0.210487103880981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bach2",NA,NA,NA,NA,NA,0.835007502295578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0455299361850203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3632178035115,NA,NA,0.178358084084473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160449960223917,0.105996598107117,NA,NA,NA,NA,NA,NA,NA,NA,17.0246262865623,0.088881207741717,NA,NA,NA,NA,0.0245804067402782,NA,0.0336231487639062,0.138218305504397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barhl1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.0105362626723179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barhl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00294393369788105,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barx1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barx2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.447266569072843,NA,NA,NA,15.8708753022353,0.600113020088102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0265118846612374,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0315811980597265,NA,NA,NA,NA,NA,0.023784781013096,1.83824492954741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0735141169014077,NA,0.00414323217228793,0.00364617691154419,NA,0.110408839655581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2142779757179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Batf",NA,NA,NA,NA,NA,0.428726275044815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146299021753394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157788049040476,NA,NA,0.378978131744093,NA,NA,NA,NA,NA,NA,0.0316619314266209,NA,NA,NA,NA,0.0382197941381724,NA,NA,0.136603529458406,NA,NA,NA,NA,NA,NA,NA,2.05471611773241,NA,NA,NA,NA,0.02639858083091,NA,0.0421109076251682,0.0900210813395427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.200150146557942,NA,NA,NA,NA,0.35427166891689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534244703518189
"Batf2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00568106758832566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27024674444744,NA,0.00178275862068965,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Batf3",NA,NA,NA,NA,NA,1.82648918038003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015029288624465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01112647827471,NA,NA,NA,1.35271020991851,NA,NA,NA,NA,NA,NA,0.00477406946827657,NA,NA,NA,NA,NA,3.57803544056332,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262603412650882,NA,NA,NA,NA,NA,NA,0.00385712962962963,NA,NA,NA,NA,NA,NA,4.74440813869036,NA,NA,NA,NA,0.704486078533637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bcl11a",NA,NA,NA,NA,NA,NA,NA,NA,2.45385771825699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408418263114989,NA,NA,NA,NA,NA,NA,0.363273223075958,NA,NA,1.83806286884921,4.61140029360854,NA,NA,NA,NA,NA,NA,NA,NA,10.041534777644,NA,0.0799004074667969,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54031847674414,NA,11.4667874189148,NA,NA,0.0762374919024101,0.107949952823254,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0558261025255015,NA,NA,NA,NA,0.0947912811478909,NA,0.0140803709752188,0.194448155350944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84790394107542,NA,NA,NA,NA,NA,NA,0.28614757182279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bcl11b",11.5839283500517,NA,NA,NA,NA,NA,NA,7.59654085250988,1.71012064261581,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292263250001739,NA,NA,NA,NA,4.95279680270576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113547314100643,NA,NA,15.1790058474341,4.38628170606641,NA,NA,NA,NA,NA,NA,4.16384628067264,NA,NA,0.280890231798736,7.19345834598447,NA,NA,NA,NA,NA,0.0780027786065988,NA,NA,NA,NA,0.0237616097578663,0.0671617107394055,2.66857107082578,NA,1.16480352869062,NA,NA,NA,NA,NA,NA,0.116639737369843,NA,NA,NA,NA,0.0158058993013328,NA,0.00922517195193449,0.074972170908831,NA,0.172543451437728,NA,NA,NA,NA,NA,NA,NA,NA,0.0671236119951255,NA,NA,NA,NA,0.427782333663641,3.82263997843404,NA,0.301688683865643,NA,NA,NA,NA,12.9936368147768,NA,NA,NA,NA,NA,NA,1.33754302200973
"Bcl3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58202616685534,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2215163800364,0.628464739720832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565910256840362,NA,NA,NA,NA,NA,NA,0.0361405437852814,NA,NA,NA,NA,NA,NA,2.63260040279268,NA,NA,NA,NA,NA,NA,NA,NA,2.76487105638173,NA,NA,NA,NA,0.0409432789980744,NA,0.128985555075089,0.140832954463564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181418329598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bcl6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09343330942165,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57373176341682,NA,NA,NA,2.45532732750557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0560313985543788,NA,0.211624447852018,NA,NA,NA,NA,NA,NA,NA,0.014372928035956,NA,NA,NA,NA,0.135028560147736,0.20080514777286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145424538418975,NA,0.29937843935726,0.0277300245893454,NA,NA,NA,NA,NA,NA,1.07389020360757,NA,NA,NA,0.120789808697315,NA,NA,NA,NA,NA,0.373078355917688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bcl6b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56933691042101,NA,NA,0.00285999869559192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0119608148971609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00728443983654126,0.000880487804878065,NA,NA,NA,NA,1.29229151884952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhlha15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0108693225884437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0017006993006993,NA,4.4595647184423,NA,NA,NA,NA,0.00180705882352941,0.0016860380116959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhlhe22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00387328613091209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0521484964526838,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhlhe41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0244255079852226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00332105785829913,NA,NA,NA,NA,NA,0.059429819678356,2.56533810788831,NA,NA,NA,NA,NA,NA,NA,NA,0.0593827377489168,NA,NA,NA,NA,0.0324157144718916,NA,0.0132993660116283,NA,NA,0.0386310366771488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bmpr1a",NA,NA,NA,NA,NA,0.450234774129235,NA,NA,0.88368436664458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0741254787049456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114999704635602,NA,NA,NA,NA,NA,0.267491681448058,NA,NA,NA,NA,0.0587568120049155,NA,NA,0.960663814605052,NA,NA,NA,NA,NA,NA,0.0740603032455909,NA,NA,NA,NA,0.178379004039565,0.227104048509518,NA,0.0756285222706889,NA,NA,NA,NA,NA,NA,NA,0.246296025466952,NA,NA,NA,NA,NA,NA,0.522118802526584,0.00804871556132082,NA,0.433139211957905,NA,NA,NA,NA,NA,NA,NA,NA,0.374879774011758,0.479569384124055,NA,NA,NA,0.0625820442468933,0.138246944219963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bmyc",NA,NA,NA,NA,NA,0.548504078385614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319991204015653,NA,NA,NA,0.065346156252329,NA,0.505300091443111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9922078434883,0.0630996984074525,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199711257290813,NA,NA,NA,NA,0.0481201958241326,0.384627070928853,NA,0.337621366211995,NA,NA,NA,NA,NA,NA,NA,0.142097688622084,NA,0.512006241214985,NA,NA,0.0888517139964548,NA,0.0643790058417267,0.245411622793532,NA,1.23200324575257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Btbd8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0270644833211041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0170760062365842,0.0132462987668559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Camta1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.780184443998924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88825585666401,NA,NA,NA,NA,NA,NA,NA,NA,0.00578005952380953,NA,NA,NA,NA,NA,0.0824519513342049,NA,0.0598657272684524,NA,NA,NA,NA,NA,NA,NA,0.0886271762660853,NA,NA,NA,NA,0.0648047033975503,NA,0.18621826515871,0.111023678490107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Camta2",NA,NA,NA,NA,NA,NA,NA,0.272808219004477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0587444094757263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2209134351965,NA,NA,NA,NA,NA,NA,0.0130366635573403,NA,NA,NA,NA,NA,0.133347470690031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171404552563435,NA,0.318994094196906,0.0284107012197791,NA,0.0969350228997208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0078594783082315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000928571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00968537749575684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cbfa2t2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0479596479277421,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0118506458735374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469561705412983,NA,NA,NA,NA,NA,NA,0.0375355297857981,0.0809591536658256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
