p_val,avg_logFC,pct.1,pct.2,cluster,gene,,
7.31E-07,0.279551629,0.164,0.066,10,Ckb,,
4.59E-10,0.276756822,0.426,0.208,10,Tuba1b,,
1.05E-12,0.265968435,0.781,0.409,10,Rnase4,,
3.90E-306,3.573372099,0.976,0.1,11,Inmt,,Stromal cell_Inmt high
1.05E-161,3.271145359,1,0.267,11,Mgp,,
0,3.016813297,0.701,0.011,11,Cxcl14,,
0,2.979485603,0.892,0.039,11,Sparcl1,,
8.61E-272,2.975573888,0.874,0.085,11,Gpx3,,
0,2.855925936,0.88,0.044,11,Sod3,,
0,2.697023338,0.796,0.035,11,Pcolce2,,
0,2.653989553,0.743,0.033,11,Mfap4,,
2.99E-148,2.627263599,1,0.291,11,Gsn,,
3.39E-304,2.596078804,0.82,0.06,11,Bgn,,
0,2.557410332,0.766,0.037,11,Adh1,,
2.22E-253,2.478306754,0.689,0.049,11,Nbl1,,
0,2.402913487,0.683,0.029,11,Ogn,,
0,2.3651622,0.707,0.038,11,Fhl1,,
0,2.333158577,0.874,0.057,11,Serping1,,
0,2.327336979,0.88,0.062,11,Col1a2,,
0,2.300676502,0.647,0.021,11,Olfml3,,
0,2.270457446,0.635,0.026,11,Mxra8,,
3.80E-239,2.237724899,0.653,0.047,11,Npnt,,
5.54E-190,2.218648771,0.599,0.049,11,Cyr61,,
1.21E-271,2.214024231,0.551,0.026,11,Mmp2,,
0,2.163243851,0.826,0.05,11,Col3a1,,
7.90E-250,2.150166429,0.605,0.035,11,Hsd11b1,,
4.87E-258,2.104514336,0.509,0.022,11,Crispld2,,
2.04E-265,2.069544446,0.593,0.032,11,Rbp1,,
0,2.068415671,0.479,0.011,11,Prelp,,
3.33E-234,2.042543181,0.629,0.042,11,Mfap5,,
8.49E-251,2.022214536,0.557,0.029,11,4-Sep,,
3.02E-276,2.003815169,0.605,0.031,11,Fxyd1,,
2.67E-157,1.99343415,0.413,0.026,11,Eln,,
2.09E-204,1.992317293,0.545,0.036,11,Fmo2,,
6.64E-186,1.967564543,0.557,0.043,11,Plpp3,,
4.04E-267,1.966355999,0.713,0.047,11,Col1a1,,
8.23E-117,1.951250797,0.94,0.269,11,Igfbp7,,
5.85E-213,1.912758628,0.617,0.045,11,Rarres2,,
4.07E-222,1.89098526,0.569,0.035,11,Ltbp4,,
1.02E-101,1.845552579,0.934,0.306,11,Sparc,,
9.16E-148,1.822585278,0.533,0.051,11,Limch1,,
0,1.806238731,0.377,0.003,11,Itga8,,
1.23E-98,1.767453405,0.623,0.104,11,Id3,,
1.46E-224,1.754325484,0.455,0.021,11,Plxdc2,,
3.31E-260,1.745185005,0.329,0.007,11,Mamdc2,,
2.86E-245,1.73827579,0.323,0.007,11,Tcf21,,
3.68E-138,1.737401031,0.754,0.113,11,Timp3,,
3.54E-194,1.735831833,0.395,0.018,11,Ptgis,,
2.36E-165,1.733633365,0.467,0.033,11,Col6a2,,
1.13E-222,1.722969009,0.473,0.023,11,C1s1,,
9.20E-178,1.709500138,0.491,0.033,11,Dpt,,
1.66E-158,1.705050365,0.425,0.028,11,Gng11,,
2.93E-176,1.702218669,0.383,0.019,11,Dpep1,,
1.52E-174,1.692490847,0.401,0.022,11,Loxl1,,
3.52E-115,1.687009473,0.545,0.069,11,Col6a1,,
1.43E-196,1.686657864,0.575,0.041,11,Pcolce,,
1.91E-215,1.677283532,0.329,0.01,11,Ms4a4d,,
0,1.650570078,0.317,0.004,11,Spon1,,
9.86E-175,1.620700367,0.305,0.011,11,Ppp1r14a,,
1.01E-189,1.609851707,0.359,0.015,11,Colec12,,
4.86E-111,1.606390728,0.653,0.104,11,Serpinh1,,
5.62E-181,1.601894373,0.437,0.025,11,Gpc3,,
2.15E-200,1.600058354,0.365,0.014,11,Dkk3,,
1.41E-55,1.580835024,0.551,0.14,11,Hspb1,,
9.32E-66,1.567707707,0.593,0.144,11,Csrp1,,
1.10E-245,1.561896604,0.263,0.004,11,Lrat,,
4.16E-139,1.561552436,0.473,0.04,11,Fstl1,,
3.04E-106,1.547952368,0.455,0.051,11,Gyg,,
7.61E-94,1.546952756,0.204,0.01,11,Mmp3,,
1.27E-71,1.525233058,0.353,0.045,11,Serpine2,,
6.27E-122,1.523460689,0.377,0.029,11,C1ra,,
6.09E-80,1.513710147,0.545,0.097,11,Igfbp6,,
5.02E-119,1.512555676,0.359,0.027,11,Cfh,,
6.98E-176,1.486540652,0.281,0.009,11,Col6a3,,
3.21E-154,1.465562854,0.305,0.013,11,Tmem119,,
4.82E-107,1.457404637,0.401,0.038,11,Rcn3,,
2.72E-73,1.422063314,0.623,0.136,11,Egr1,,
7.57E-172,1.421046547,0.275,0.009,11,Pdgfra,,
4.57E-186,1.420703389,0.311,0.01,11,Atp1a2,,
8.46E-134,1.402566519,0.287,0.014,11,Serpina3n,,
1.77E-127,1.401983193,0.251,0.011,11,Rasl11b,,
1.76E-52,1.398641577,0.557,0.141,11,Cebpd,,
6.04E-153,1.38761195,0.377,0.022,11,Vcam1,,
5.85E-35,1.379927004,0.246,0.043,11,Rbp4,,
1.51E-122,1.379782092,0.365,0.027,11,Tmem204,,
4.81E-100,1.37579098,0.347,0.03,11,Lhfp,,
8.89E-200,1.374453142,0.228,0.004,11,Cdo1,,
2.07E-144,1.373211716,0.449,0.034,11,Clec3b,,
5.31E-70,1.337185352,0.275,0.027,11,Mmp14,,
1.42E-100,1.335835601,0.377,0.035,11,Cygb,,
3.65E-274,1.332077204,0.263,0.003,11,Slc38a5,,
1.70E-58,1.32165533,0.731,0.237,11,Tmem176a,,
3.18E-115,1.313010072,0.234,0.01,11,Vegfd,,
3.72E-84,1.300686752,0.353,0.038,11,Efemp1,,
2.87E-61,1.300578776,0.455,0.084,11,Dcn,,
3.58E-132,1.295471986,0.287,0.014,11,Gpm6b,,
1.99E-106,1.292199806,0.299,0.02,11,Adamts2,,
3.93E-49,1.291307332,0.335,0.055,11,Thbs1,,
3.57E-196,1.274995921,0.263,0.006,11,Lamb1,,
1.14E-107,1.263357276,0.281,0.018,11,Sdc2,,
5.04E-82,1.261486206,0.329,0.034,11,Fkbp9,,
4.42E-69,1.247753623,0.395,0.056,11,Lrp1,,
2.52E-45,1.245872753,0.497,0.127,11,Sh3bgrl,,
1.33E-195,1.242297811,0.24,0.005,11,Cdh11,,
2.73E-58,1.240829077,0.359,0.054,11,Fn1,,
3.31E-54,1.240596642,0.695,0.217,11,Gstm1,,
4.50E-57,1.237079873,0.641,0.172,11,Ctsl,,
4.80E-192,1.22947368,0.222,0.004,11,Slc36a2,,
6.43E-84,1.228587057,0.527,0.081,11,Pmp22,,
5.59E-64,1.220696651,0.473,0.083,11,Aldh1a1,,
1.09E-85,1.215801621,0.246,0.017,11,Bmp5,,
2.00E-86,1.214678877,0.323,0.03,11,Fbln1,,
4.96E-95,1.209550716,0.251,0.016,11,F2r,,
3.64E-113,1.192491243,0.216,0.009,11,Igsf10,,
8.99E-121,1.176415177,0.216,0.008,11,Gm4956,,
4.72E-43,1.172882227,0.365,0.074,11,Tns1,,
5.48E-43,1.165188778,0.443,0.108,11,Gas6,,
3.80E-59,1.163530124,0.443,0.079,11,Timp2,,
2.49E-75,1.162668675,0.168,0.009,11,Spon2,,
2.37E-45,1.159254983,0.749,0.298,11,Tmem176b,,
1.24E-63,1.158487794,0.311,0.038,11,Ecm1,,
1.20E-41,1.144662705,0.24,0.034,11,Tspan4,,
3.19E-39,1.141433528,0.473,0.13,11,Klf9,,
7.17E-64,1.139558696,0.234,0.021,11,C4b,,
1.13E-134,1.137697664,0.162,0.003,11,Adamtsl2,,
6.91E-42,1.135945925,0.329,0.062,11,Adamts1,,
5.11E-140,1.134238595,0.192,0.005,11,Trabd2b,,
2.91E-65,1.127530898,0.269,0.028,11,Slc43a3,,
9.69E-124,1.124209143,0.222,0.008,11,Pamr1,,
9.80E-267,1.123594959,0.216,0.001,11,Col13a1,,
1.78E-122,1.102757411,0.216,0.008,11,Fblim1,,
6.93E-69,1.098783003,0.299,0.032,11,Cp,,
2.44E-47,1.09139203,0.383,0.073,11,Gstm2,,
1.06E-62,1.08658799,0.341,0.046,11,Emp1,,
3.49E-38,1.08386862,0.305,0.059,11,Cald1,,
1.88E-11,1.083044248,0.353,0.169,11,Dnajb1,,
2.52E-34,1.078309722,0.311,0.065,11,Macf1,,
9.09E-90,1.076663344,0.18,0.008,11,C1qtnf7,,
6.53E-42,1.073213608,0.419,0.095,11,Tuba1a,,
2.62E-55,1.07048817,0.228,0.024,11,Rcn1,,
2.43E-38,1.06855058,0.246,0.039,11,Gsta3,,
2.07E-76,1.062128335,0.192,0.011,11,Fbn1,,
7.10E-43,1.059976104,0.293,0.049,11,Nfib,,
8.46E-27,1.057145991,0.168,0.026,11,Hsp25-ps1,,
1.06E-93,1.056103167,0.192,0.009,11,Tnfsf13b,,
1.47E-101,1.05071028,0.174,0.006,11,Nexn,,
1.45E-48,1.048921981,0.234,0.028,11,Lbh,,
4.27E-131,1.048364036,0.192,0.005,11,Art4,,
6.81E-116,1.048357422,0.168,0.004,11,Prex2,,
3.70E-39,1.048329225,0.317,0.061,11,Mfge8,,
4.12E-33,1.046109909,0.557,0.191,11,Cd81,,
1.16E-48,1.037911536,0.766,0.277,11,Lgals1,,
6.01E-27,1.02273239,0.593,0.262,11,Jun,,
1.64E-36,1.012611709,0.275,0.049,11,Ifitm1,,
2.67E-41,1.012096863,0.234,0.033,11,Dnajb4,,
1.24E-62,1.011792118,0.18,0.013,11,Emilin1,,
1.67E-41,1.010534999,0.246,0.036,11,Aebp1,,
9.35E-43,1.008917908,0.281,0.045,11,Cpq,,
1.12E-53,1.007045406,0.168,0.013,11,Abca8a,,
4.54E-39,1.006633341,0.443,0.111,11,Cd82,,
1.45E-43,0.999380505,0.234,0.031,11,Twsg1,,
4.46E-69,0.994612409,0.156,0.008,11,Gas1,,
4.41E-35,0.994382242,0.323,0.069,11,Tgfbr2,,
3.02E-27,0.993960602,0.371,0.107,11,C3,,
2.00E-72,0.988144745,0.18,0.01,11,Abi3bp,,
4.41E-37,0.982603811,0.263,0.045,11,Tspan3,,
3.11E-84,0.981308087,0.186,0.009,11,Hoxa5,,
2.95E-42,0.976995429,0.228,0.031,11,Pmepa1,,
8.51E-57,0.976680013,0.222,0.022,11,Fkbp7,,
1.52E-55,0.974879791,0.263,0.031,11,Cxcl12,,
2.11E-32,0.973010766,0.353,0.086,11,Mylk,,
2.24E-137,0.961658802,0.174,0.004,11,Ism1,,
2.82E-56,0.952320106,0.192,0.016,11,Tnxb,,
7.07E-41,0.951032668,0.377,0.078,11,Sh3bp5,,
1.01E-47,0.926415675,0.192,0.019,11,Tpst1,,
7.08E-48,0.926289568,0.168,0.015,11,Nr2f2,,
2.10E-17,0.918195112,0.503,0.234,11,Btg2,,
1.99E-29,0.916576021,0.491,0.159,11,Zyx,,
7.53E-45,0.90893001,0.21,0.025,11,Selenom,,
2.28E-35,0.908169551,0.186,0.025,11,Chpf,,
1.13E-75,0.907739048,0.192,0.011,11,Tbx2,,
5.64E-22,0.905359207,0.299,0.086,11,Cd302,,
8.39E-38,0.898983816,0.222,0.032,11,Cox6b2,,
4.37E-39,0.89600782,0.323,0.061,11,Igfbp4,,
4.58E-23,0.8959751,0.281,0.074,11,Gabarapl1,,
9.17E-41,0.893165353,0.18,0.02,11,Htra3,,
2.18E-31,0.893048306,0.257,0.05,11,Nr1d1,,
5.95E-32,0.887827044,0.653,0.251,11,Ifitm2,,
5.33E-45,0.886629024,0.21,0.024,11,Mxra7,,
5.59E-62,0.883644862,0.156,0.009,11,Clec11a,,
1.76E-14,0.879008756,0.425,0.198,11,Mettl7a1,,
3.40E-55,0.87823631,0.922,0.372,11,Ifitm3,,
3.05E-27,0.873623081,0.287,0.068,11,Calu,,
1.88E-20,0.87329154,0.222,0.054,11,Eva1b,,
2.33E-39,0.872080584,0.162,0.017,11,Crtap,,
1.48E-50,0.870371268,0.162,0.013,11,Fxyd6,,
1.25E-30,0.868954144,0.79,0.389,11,Junb,,
2.29E-36,0.866981288,0.198,0.027,11,Prkcdbp,,
2.64E-23,0.866683729,0.21,0.044,11,Bmp4,,
3.89E-56,0.863863965,0.18,0.014,11,Col5a2,,
3.18E-22,0.859684544,0.263,0.068,11,Zbtb20,,
1.83E-69,0.852517933,0.156,0.008,11,C1qtnf2,,
2.72E-23,0.851948911,0.192,0.037,11,2010111I01Rik,,
6.29E-24,0.849211583,0.347,0.103,11,Nedd4,,
4.70E-21,0.846836622,0.216,0.05,11,H6pd,,
1.16E-25,0.843494194,0.719,0.383,11,Fos,,
3.34E-20,0.842033575,0.299,0.089,11,Rhob,,
1.60E-20,0.841819981,0.479,0.189,11,Nr4a1,,
6.83E-39,0.841182336,0.251,0.039,11,Cd34,,
6.96E-34,0.839141173,0.162,0.019,11,Fgfr1,,
3.81E-21,0.836934506,0.317,0.097,11,Ppic,,
3.99E-28,0.834451796,0.204,0.035,11,Slc29a1,,
6.49E-41,0.832352694,0.168,0.017,11,Bcas3,,
6.39E-28,0.824774592,0.222,0.041,11,Lims1,,
7.46E-39,0.810207949,0.156,0.016,11,Pam,,
2.67E-21,0.809115804,0.275,0.075,11,Scpep1,,
2.16E-27,0.807408884,0.21,0.038,11,Cnn3,,
1.04E-19,0.804288985,0.198,0.045,11,Il11ra1,,
9.17E-38,0.803232946,0.174,0.02,11,Pros1,,
1.05E-15,0.789153072,0.275,0.092,11,Pttg1ip,,
1.92E-27,0.787772647,0.198,0.034,11,Copz2,,
2.61E-20,0.786487439,0.299,0.088,11,Clic4,,
5.13E-18,0.777252526,0.569,0.279,11,Ier2,,
1.38E-25,0.769581948,0.222,0.044,11,Tcf4,,
3.22E-22,0.759225574,0.204,0.043,11,Pid1,,
1.09E-17,0.755563895,0.371,0.138,11,Zfp36l1,,
2.48E-16,0.754059364,0.198,0.052,11,Nfic,,
3.47E-17,0.747862931,0.162,0.036,11,Rab34,,
2.94E-12,0.745926415,0.21,0.069,11,Ppp1r2,,
4.98E-57,0.74521794,0.467,0.087,11,G0s2,,
2.17E-20,0.740814994,0.473,0.186,11,Slc25a4,,
5.00E-12,0.738222455,0.377,0.171,11,Rgs2,,
6.67E-17,0.735145901,0.246,0.072,11,Dbp,,
1.03E-18,0.732705396,0.683,0.354,11,Zfp36,,
5.97E-13,0.732050763,0.311,0.126,11,Gstt1,,
6.80E-18,0.731777746,0.377,0.14,11,Cd164,,
5.48E-16,0.728468554,0.251,0.078,11,Tm2d2,,
6.99E-24,0.724271047,0.174,0.031,11,Pmm1,,
1.17E-16,0.719939373,0.186,0.046,11,Ctdsp2,,
6.21E-29,0.714962803,0.21,0.036,11,Maf,,
2.62E-13,0.714763396,0.251,0.088,11,Tmem109,,
7.29E-18,0.710978076,0.198,0.048,11,Myadm,,
7.96E-28,0.707814224,0.228,0.043,11,Plpp1,,
2.81E-18,0.705852854,0.174,0.038,11,Snhg18,,
7.74E-31,0.702269735,0.156,0.02,11,Myl9,,
8.02E-19,0.698640406,0.228,0.058,11,Vat1,,
2.53E-14,0.69769287,0.293,0.104,11,Sptbn1,,
2.04E-18,0.693470562,0.701,0.38,11,Cd63,,
6.02E-19,0.69299976,0.305,0.095,11,Cryab,,
2.60E-14,0.685472819,0.246,0.08,11,Emc10,,
7.76E-14,0.675375404,0.156,0.039,11,Echdc2,,
9.04E-15,0.673066809,0.186,0.049,11,Fermt2,,
2.89E-24,0.667760984,0.156,0.024,11,Scn7a,,
1.35E-18,0.666748491,0.198,0.047,11,Pofut2,,
5.74E-11,0.665794232,0.251,0.097,11,Socs3,,
7.46E-16,0.663763723,0.18,0.044,11,Tnfrsf12a,,
3.87E-23,0.662939173,0.156,0.026,11,Phlda3,,
3.76E-09,0.657674297,0.18,0.065,11,Maged1,,
2.52E-18,0.653434151,0.635,0.331,11,Laptm4a,,
1.26E-11,0.650900282,0.186,0.058,11,Ehd2,,
3.74E-18,0.647512459,0.192,0.045,11,Rora,,
7.27E-15,0.636758466,0.515,0.253,11,Selenof,,
8.93E-29,0.635318438,0.156,0.021,11,Sgce,,
5.19E-16,0.625786632,0.611,0.323,11,Anxa5,,
2.93E-19,0.619972135,0.156,0.03,11,Atf5,,
5.22E-14,0.619907659,0.174,0.046,11,Pbx1,,
1.69E-12,0.611551953,0.186,0.055,11,Tsen34,,
2.88E-11,0.609199129,0.377,0.179,11,Lamp2,,
2.58E-12,0.60750048,0.275,0.104,11,Pdlim2,,
2.47E-12,0.60740506,0.162,0.045,11,Glg1,,
2.36E-13,0.606930888,0.263,0.092,11,Fosb,,
7.51E-09,0.60544369,0.317,0.157,11,Itm2c,,
5.46E-12,0.605018611,0.228,0.078,11,Adprh,,
3.22E-10,0.603010928,0.299,0.131,11,Hcfc1r1,,
2.21E-14,0.602409101,0.575,0.297,11,Hspa1a,,
1.07E-11,0.600348778,0.186,0.058,11,Ginm1,,
1.35E-08,0.599160072,0.204,0.082,11,Prdx4,,
5.39E-22,0.5963367,0.731,0.375,11,S100a6,,
7.61E-12,0.593260829,0.545,0.303,11,Ptms,,
8.04E-11,0.589604396,0.222,0.081,11,Cd151,,
1.09E-10,0.585691298,0.18,0.058,11,Eif4ebp1,,
2.34E-09,0.584542584,0.216,0.085,11,Gpx8,,
2.42E-16,0.581884804,0.581,0.279,11,Minos1,,
5.04E-13,0.581097016,0.174,0.048,11,Jkamp,,
2.04E-12,0.578679663,0.18,0.052,11,Ephx1,,
6.59E-12,0.571634456,0.186,0.057,11,Maff,,
6.62E-07,0.570825409,0.222,0.104,11,Scarb2,,
4.09E-11,0.569305918,0.257,0.1,11,Ssr3,,
1.26E-10,0.566768297,0.539,0.315,11,Sec62,,
4.47E-08,0.565003971,0.198,0.08,11,Slc6a6,,
1.12E-09,0.562096899,0.257,0.108,11,Arl1,,
1.48E-12,0.560604119,0.168,0.047,11,Ak3,,
2.02E-16,0.55302382,0.76,0.453,11,Gnas,,
4.02E-10,0.55014256,0.228,0.086,11,Col4a2,,
1.97E-08,0.546684412,0.251,0.11,11,Hspa1b,,
5.81E-08,0.546610729,0.162,0.06,11,Fads1,,
1.96E-13,0.544402978,0.257,0.086,11,Tgm2,,
6.11E-15,0.542226587,0.311,0.109,11,Pltp,,
1.74E-10,0.541999076,0.299,0.128,11,Rheb,,
1.54E-08,0.540280987,0.192,0.074,11,Vkorc1,,
7.11E-09,0.539353064,0.222,0.089,11,Fcgrt,,
5.44E-10,0.536245596,0.222,0.083,11,Nisch,,
3.10E-18,0.532175891,0.85,0.625,11,Itm2b,,
1.75E-12,0.529713752,0.162,0.044,11,Serpinf1,,
7.14E-17,0.525469037,0.76,0.571,11,Fth1,,
1.27E-13,0.525295698,0.455,0.199,11,Ifi27l2a,,
2.51E-09,0.521776651,0.18,0.063,11,Cbx6,,
3.59E-09,0.509745481,0.299,0.137,11,Por,,
1.33E-12,0.504159592,0.216,0.069,11,Thbd,,
1.66E-10,0.502318393,0.515,0.282,11,Selenbp1,,
3.70E-09,0.502109946,0.533,0.31,11,Aldh2,,
1.31E-07,0.499024066,0.228,0.1,11,Stat3,,
1.10E-13,0.497342514,0.665,0.382,11,Dusp1,,
1.81E-25,0.497035219,0.808,0.443,11,Apoe,,
2.65E-08,0.492304973,0.21,0.084,11,Mapk3,,
4.43E-09,0.48943398,0.419,0.228,11,Phlda1,,
7.48E-07,0.48624113,0.21,0.094,11,Leprot,,
4.36E-07,0.481005114,0.192,0.082,11,Tpd52l2,,
4.25E-35,0.476505334,0.952,0.641,11,Cst3,,
2.13E-06,0.470425963,0.186,0.083,11,Lrpap1,,
1.28E-06,0.466334518,0.18,0.078,11,Atraid,,
9.08E-07,0.463885761,0.21,0.095,11,Ergic3,,
1.02E-08,0.46316811,0.198,0.075,11,Rhoc,,
3.06E-08,0.460015566,0.305,0.145,11,Rrbp1,,
1.34E-08,0.457828476,0.425,0.232,11,Sqstm1,,
4.69E-07,0.451462384,0.24,0.111,11,Flna,,
4.10E-07,0.449551751,0.275,0.136,11,Dap,,
2.89E-06,0.448721505,0.234,0.115,11,Pebp1,,
1.62E-08,0.442616344,0.162,0.057,11,S100a16,,
6.58E-07,0.438018494,0.174,0.071,11,Nptn,,
3.29E-07,0.429960557,0.246,0.115,11,Sar1a,,
2.62E-08,0.426647477,0.383,0.201,11,Capns1,,
2.71E-08,0.419918451,0.234,0.098,11,Lgmn,,
3.89E-07,0.418447147,0.323,0.168,11,Ndufa11,,
7.39E-08,0.408671672,0.473,0.28,11,Selenow,,
9.47E-08,0.407020189,0.18,0.069,11,Coq10b,,
1.31E-09,0.399984766,0.491,0.263,11,Nupr1,,
1.09E-06,0.395379581,0.234,0.111,11,Oxct1,,
1.91E-10,0.386230752,0.527,0.278,11,Vim,,
9.84E-08,0.38162244,0.305,0.15,11,Gadd45b,,
1.87E-07,0.377616816,0.323,0.164,11,Prkar1a,,
8.99E-07,0.37678047,0.186,0.079,11,Emc7,,
1.93E-07,0.37283804,0.24,0.107,11,Ilk,,
5.35E-07,0.372463008,0.365,0.203,11,Tpm1,,
2.44E-06,0.369428582,0.335,0.185,11,Ifi27,,
2.08E-06,0.368013528,0.287,0.149,11,Smim14,,
5.46E-08,0.35083502,0.174,0.064,11,Sdpr,,
1.32E-06,0.349913588,0.473,0.29,11,Dynll1,,
2.47E-06,0.346597743,0.192,0.084,11,Ddx24,,
8.13E-08,0.329446696,0.186,0.071,11,Lgals3bp,,
7.82E-07,0.322336104,0.156,0.06,11,Nfix,,
5.05E-07,0.311273902,0.198,0.083,11,Nfkbiz,,
1.02E-06,0.306313202,0.425,0.237,11,Emp3,,
0,5.161578453,0.97,0.009,12,Scgb1a1,,Clara Cell
1.34E-209,4.202150611,0.952,0.159,12,Scgb3a2,,
8.43E-271,3.839612639,0.994,0.127,12,Cyp2f2,,
1.23E-21,3.521872622,0.333,0.109,12,Scgb3a1,,
1.60E-111,2.368092659,0.945,0.366,12,Hp,,
2.26E-258,2.364469565,0.836,0.075,12,Aldh1a1,,
8.57E-74,2.34449604,0.576,0.122,12,Retnla,,
0,2.219063325,0.6,0.025,12,Cp,,
0,2.084600347,0.533,0.008,12,Cldn10,,
2.36E-106,2.082160787,0.982,0.481,12,Cbr2,,
9.74E-302,2.061906049,0.467,0.014,12,B430010I23Rik,,
0,2.03467125,0.479,0.013,12,Pigr,,
1.79E-100,1.882594069,0.909,0.317,12,Mgst1,,
4.21E-96,1.820278109,0.867,0.274,12,Selenbp1,,
3.25E-204,1.783082098,0.376,0.015,12,Lypd2,,
1.52E-94,1.715404965,0.57,0.087,12,Gsto1,,
4.99E-136,1.705834076,0.594,0.068,12,Gstm2,,
6.60E-129,1.652978246,0.612,0.076,12,Gsta4,,
7.89E-94,1.625959408,0.727,0.157,12,Ldhb,,
0,1.593683873,0.418,0.009,12,Slc16a11,,
2.58E-157,1.561575539,0.461,0.033,12,5330417C22Rik,,
4.09E-167,1.559364678,0.479,0.034,12,Gsta3,,
2.84E-78,1.51437402,0.497,0.081,12,Aldh1a7,,
2.48E-112,1.467676183,0.412,0.038,12,Pon1,,
1.56E-74,1.454312017,0.97,0.51,12,Wfdc2,,
1.90E-75,1.449107145,0.612,0.12,12,Hes1,,
1.37E-105,1.428313728,0.412,0.04,12,8430408G22Rik,,
5.11E-69,1.412512876,0.594,0.13,12,Por,,
4.99E-74,1.388783346,0.776,0.215,12,Gstm1,,
8.21E-98,1.383721384,0.485,0.06,12,Pgrmc1,,
8.79E-58,1.362615025,0.824,0.35,12,Prdx6,,
7.31E-62,1.334783935,0.818,0.319,12,Cyb5a,,
1.19E-275,1.325890673,0.309,0.005,12,Chad,,
1.87E-67,1.298532909,0.721,0.192,12,Ces1d,,
1.00E-70,1.290997913,0.364,0.047,12,Scgb1c1,,
3.04E-96,1.261726342,0.406,0.043,12,Tspan1,,
1.69E-82,1.253709486,0.376,0.043,12,Cxcl17,,
2.55E-144,1.238256093,0.327,0.017,12,Kcnk2,,
9.81E-298,1.224597508,0.255,0.002,12,Gabrp,,
2.81E-286,1.201041956,0.242,0.001,12,Fmo3,,
6.66E-59,1.193092871,0.4,0.066,12,Tst,,
3.43E-115,1.178795529,0.236,0.011,12,Cckar,,
3.03E-50,1.17218321,0.327,0.053,12,Alas1,,
3.93E-37,1.071582183,0.606,0.211,12,Trf,,
8.10E-100,1.045673458,0.23,0.012,12,A2ml1,,
1.06E-36,0.973600515,0.727,0.306,12,Aldh2,,
4.25E-37,0.951714343,0.406,0.096,12,Sec14l3,,
6.35E-66,0.945068044,0.473,0.078,12,Cyp4b1,,
2.32E-185,0.930248854,0.206,0.003,12,Lrrc26,,
3.29E-50,0.920226549,0.321,0.048,12,Plpp3,,
1.20E-43,0.915174957,0.303,0.049,12,Ephx1,,
1.08E-33,0.902870238,0.564,0.184,12,Dcxr,,
8.98E-25,0.899498911,0.624,0.26,12,Nupr1,,
4.81E-30,0.887899581,0.273,0.056,12,Aox3,,
3.36E-30,0.868706804,0.63,0.24,12,Tmem176a,,
2.54E-115,0.852319758,0.164,0.004,12,Aldh3a1,,
1.49E-25,0.83742537,0.376,0.109,12,Ccnd1,,
1.01E-26,0.835424114,0.364,0.099,12,Tmem205,,
2.33E-80,0.828046247,0.242,0.017,12,Scnn1b,,
1.83E-39,0.822980441,0.442,0.105,12,C3,,
1.73E-41,0.817556281,0.273,0.042,12,Rbp4,,
5.60E-53,0.80909527,0.17,0.013,12,Gpx2,,
3.16E-30,0.79865403,0.218,0.037,12,Rasl11a,,
3.62E-20,0.796826333,0.394,0.137,12,Epas1,,
3.19E-27,0.796144579,0.218,0.041,12,Mtus1,,
5.61E-24,0.793074542,0.867,0.617,12,mt-Nd5,,
1.92E-31,0.780083002,0.709,0.271,12,Atp1b1,,
3.94E-27,0.764223924,0.224,0.043,12,Qsox1,,
4.32E-78,0.751036376,0.158,0.007,12,Rassf9,,
9.29E-40,0.747083975,0.23,0.032,12,Klf5,,
7.26E-20,0.735061823,0.309,0.093,12,Pls3,,
1.57E-29,0.725228831,0.236,0.044,12,Acss1,,
7.24E-25,0.711730457,0.279,0.066,12,AU021092,,
6.01E-25,0.708047248,0.279,0.066,12,Gstk1,,
2.78E-17,0.672571361,0.558,0.255,12,Sod1,,
3.69E-33,0.656405487,0.964,0.878,12,mt-Nd2,,
3.24E-17,0.654263648,0.315,0.103,12,Glul,,
4.66E-21,0.65321956,0.394,0.128,12,Slc1a5,,
1.05E-76,0.650656897,0.158,0.007,12,Enah,,
3.54E-34,0.647891263,0.255,0.044,12,Fmo2,,
2.02E-18,0.645270607,0.218,0.054,12,Idh1,,
8.50E-29,0.640717033,0.17,0.024,12,Pgrmc2,,
5.42E-46,0.628327156,0.182,0.018,12,Fam46c,,
3.73E-21,0.617184861,0.406,0.133,12,Cd24a,,
5.74E-19,0.611642283,0.279,0.079,12,Cldn7,,
4.65E-34,0.60244016,0.982,0.921,12,mt-Nd4,,
3.95E-19,0.590921949,0.545,0.225,12,Muc1,,
2.79E-33,0.58770209,0.988,0.95,12,mt-Cytb,,
8.36E-11,0.583571394,0.588,0.351,12,mt-Nd3,,
5.09E-23,0.579533634,0.261,0.061,12,Cd55,,
1.50E-14,0.57576581,0.309,0.108,12,Idh2,,
5.24E-17,0.568921323,0.297,0.092,12,Krt19,,
1.70E-14,0.568026412,0.461,0.202,12,Cat,,
1.20E-26,0.56616647,0.176,0.028,12,Elf5,,
1.08E-21,0.556717552,0.158,0.027,12,Fam174b,,
1.46E-15,0.552942926,0.23,0.067,12,Pdzk1ip1,,
3.56E-14,0.544843006,0.691,0.386,12,Atp5j,,
4.10E-10,0.54210827,0.182,0.061,12,Gstt3,,
2.40E-17,0.528193417,0.636,0.301,12,Tmem176b,,
8.10E-14,0.527170699,0.388,0.159,12,Clu,,
