p_val,avg_logFC,pct.1,pct.2,cluster,gene,,
1.19E-12,0.717683108,0.16,0.043,14,Ift43,,
2.22E-14,0.716541707,0.172,0.044,14,Tinagl1,,
2.04E-11,0.716455281,0.166,0.049,14,Map7d1,,
1.09E-07,0.713801401,0.178,0.072,14,2610001J05Rik,,
2.68E-08,0.708298774,0.245,0.109,14,Elovl5,,
1.06E-09,0.704116517,0.344,0.17,14,Aplp2,,
1.45E-10,0.703599756,0.294,0.128,14,Hes1,,
8.51E-11,0.702958816,0.19,0.064,14,Ccdc107,,
1.89E-12,0.701649759,0.202,0.064,14,Anxa7,,
5.79E-11,0.698897079,0.172,0.054,14,Vamp5,,
2.83E-10,0.689067852,0.497,0.311,14,Rhoa,,
4.03E-12,0.687795417,0.393,0.189,14,1810037I17Rik,,
4.74E-09,0.683564613,0.362,0.189,14,Slc25a4,,
1.46E-08,0.680631489,0.196,0.078,14,Tmem238,,
1.24E-13,0.680178136,0.178,0.048,14,Tm4sf1,,
8.82E-10,0.678785986,0.166,0.054,14,Dirc2,,
3.31E-11,0.678244174,0.258,0.099,14,Tuba1a,,
1.52E-11,0.673421335,0.276,0.109,14,Ubl3,,
4.25E-10,0.672715209,0.239,0.093,14,Tln1,,
3.47E-13,0.669236109,0.209,0.064,14,Mgll,,
2.24E-12,0.668165562,0.178,0.051,14,Hck,,
1.83E-13,0.667262947,0.399,0.178,14,Ctsl,,
8.57E-10,0.665710047,0.307,0.142,14,Vapa,,
4.78E-09,0.657250002,0.264,0.117,14,Npw,,
1.69E-11,0.655602277,0.405,0.202,14,Tpm1,,
1.22E-08,0.653194065,0.178,0.066,14,Mapkapk2,,
2.32E-19,0.651742933,0.742,0.411,14,Rnase4,,
2.36E-08,0.647428896,0.337,0.182,14,Ssr2,,
6.04E-09,0.645912325,0.153,0.051,14,Tmed7,,
7.94E-08,0.643915002,0.27,0.132,14,Rbms1,,
8.24E-09,0.643629332,0.19,0.072,14,Tgfbr2,,
7.30E-17,0.641398528,0.712,0.441,14,Anxa2,,
9.80E-12,0.640499037,0.589,0.379,14,Tmbim6,,
3.12E-11,0.638366115,0.252,0.095,14,Gsto1,,
6.54E-13,0.635430585,0.534,0.285,14,Hsp90aa1,,
1.70E-09,0.634108501,0.153,0.049,14,Myadm,,
7.38E-07,0.632041201,0.282,0.149,14,Actn4,,
7.59E-10,0.629397167,0.288,0.127,14,Rtn3,,
1.16E-06,0.617844914,0.221,0.105,14,Tapbp,,
3.22E-09,0.613617162,0.239,0.099,14,Slc9a3r2,,
7.40E-10,0.610970277,0.331,0.156,14,Dync1i2,,
2.56E-08,0.610124535,0.209,0.086,14,Osbpl9,,
4.04E-07,0.606931292,0.153,0.059,14,Tusc3,,
2.72E-07,0.605208538,0.153,0.058,14,Traf1,,
2.72E-06,0.598401585,0.239,0.125,14,Sypl,,
5.07E-07,0.597397326,0.319,0.179,14,Vcp,,
1.03E-08,0.595686432,0.153,0.052,14,P4ha1,,
2.62E-08,0.588609415,0.202,0.081,14,Psmd13,,
2.12E-08,0.584589496,0.344,0.18,14,S100a13,,
7.95E-08,0.583183657,0.374,0.21,14,Tpm3,,
4.78E-09,0.5806824,0.239,0.1,14,Cxcl16,,
6.24E-09,0.565903602,0.313,0.151,14,Sdc1,,
6.03E-07,0.564569049,0.178,0.074,14,Chmp5,,
1.41E-07,0.563963359,0.258,0.123,14,Fus,,
1.99E-06,0.557195514,0.184,0.082,14,Cldn7,,
3.78E-07,0.545620973,0.16,0.062,14,Dync1h1,,
6.01E-07,0.545277249,0.35,0.198,14,Rab14,,
7.08E-07,0.535007794,0.35,0.198,14,Klf6,,
2.74E-07,0.532036413,0.196,0.083,14,Nisch,,
4.59E-07,0.528279195,0.166,0.066,14,Rbpms,,
1.17E-16,0.527118433,0.896,0.769,14,Calm1,,
6.96E-07,0.522496195,0.472,0.317,14,Sec62,,
2.34E-09,0.518926743,0.313,0.145,14,Hspb1,,
6.68E-07,0.510889001,0.153,0.059,14,Zdhhc20,,
4.41E-07,0.510481357,0.325,0.175,14,Mxd4,,
5.54E-07,0.501003219,0.245,0.117,14,Celf2,,
7.02E-07,0.495141719,0.153,0.059,14,Pias1,,
1.17E-06,0.487509358,0.239,0.115,14,Dctn3,,
2.89E-09,0.48616209,0.153,0.049,14,2-Sep,,
5.20E-08,0.485478727,0.252,0.114,14,Actn1,,
2.45E-06,0.471014797,0.356,0.207,14,Tubb4b,,
1.67E-07,0.467042481,0.626,0.457,14,Cox6a1,,
1.14E-06,0.466353265,0.485,0.317,14,Lamp1,,
1.87E-06,0.442751839,0.374,0.221,14,Eif4h,,
9.84E-09,0.425572341,0.712,0.522,14,Myl6,,
2.96E-07,0.424648266,0.589,0.421,14,Calm2,,
5.53E-07,0.321992554,0.718,0.564,14,S100a11,,
3.89E-178,2.933592455,0.59,0.051,15,Ccl17,,Conventional dendritic cell_Mgl2 high
0,2.782447887,0.702,0.017,15,Cd209a,,
0,2.70757978,0.789,0.036,15,Mgl2,,
9.78E-124,2.441610346,1,0.389,15,Cd74,,
9.70E-112,2.308217114,1,0.482,15,H2-Eb1,,
3.77E-270,2.263300278,0.441,0.014,15,Ccl22,,
2.99E-148,2.076125397,0.863,0.153,15,Cd83,,
3.03E-100,2.053322569,1,0.653,15,H2-Ab1,,
2.01E-102,2.006970273,1,0.577,15,H2-Aa,,
4.05E-90,1.783791458,0.764,0.178,15,Il1b,,
1.11E-116,1.76705158,0.578,0.074,15,Bcl2a1d,,
4.17E-83,1.739025509,0.466,0.066,15,Rgs1,,
2.15E-81,1.700659913,0.988,0.641,15,Cst3,,
1.96E-124,1.687907747,0.354,0.024,15,Tnfsf9,,
1.78E-83,1.641418051,0.888,0.306,15,Nfkbia,,
9.54E-117,1.623834197,0.565,0.069,15,Ccrl2,,
8.00E-79,1.562169634,0.534,0.093,15,Cxcl16,,
1.60E-80,1.532796911,0.584,0.106,15,Bcl2a1b,,
5.68E-54,1.517013604,0.217,0.022,15,Ccl2,,
4.09E-81,1.512476711,0.739,0.173,15,Pim1,,
2.16E-153,1.464378264,0.255,0.008,15,Tnip3,,
1.21E-134,1.457480717,0.304,0.015,15,Clec4b1,,
2.07E-61,1.437359216,0.497,0.102,15,Bhlhe40,,
4.24E-41,1.436792877,0.441,0.109,15,Ccl4,,
9.97E-83,1.413377381,0.826,0.218,15,H2-DMa,,
3.47E-52,1.38160025,0.348,0.057,15,Bcl2a1a,,
4.14E-84,1.366274575,0.472,0.064,15,Cfp,,
1.47E-76,1.321335906,0.46,0.066,15,Fcgr2b,,
1.50E-78,1.308165247,0.596,0.105,15,S100a4,,
8.54E-66,1.299255924,0.658,0.159,15,H2-DMb1,,
4.08E-58,1.28924021,0.863,0.35,15,Zfp36,,
9.02E-51,1.287464805,0.634,0.186,15,Nr4a1,,
1.37E-68,1.270569911,0.478,0.078,15,H2-DMb2,,
3.16E-90,1.269067595,0.304,0.025,15,Nr4a3,,
2.99E-25,1.254374045,0.64,0.296,15,Hspa1a,,
1.21E-56,1.242990993,0.553,0.126,15,Gm2a,,
5.43E-72,1.240889702,0.565,0.104,15,Plbd1,,
5.53E-84,1.232195337,0.236,0.015,15,AA467197,,
1.61E-63,1.231347633,0.41,0.063,15,Csrnp1,,
5.86E-52,1.21292249,0.596,0.154,15,Cdkn1a,,
1.79E-20,1.147447825,0.311,0.094,15,Mt2,,
2.30E-58,1.139938599,0.292,0.035,15,Slamf9,,
9.10E-59,1.137575776,0.957,0.488,15,Crip1,,
8.64E-33,1.118097307,0.441,0.125,15,Ccl3,,
2.96E-32,1.097627939,0.46,0.139,15,Syngr2,,
4.61E-43,1.094991692,0.534,0.144,15,Gadd45b,,
1.03E-26,1.081848495,0.677,0.322,15,Mt1,,
7.46E-43,1.077885835,0.273,0.042,15,Snhg15,,
9.10E-51,1.075630758,0.354,0.056,15,Gpr132,,
3.29E-51,1.074888613,0.205,0.02,15,Tbc1d4,,
1.18E-50,1.069675504,0.354,0.057,15,Nrros,,
4.42E-41,1.064480876,0.416,0.093,15,Socs3,,
4.72E-91,1.056952136,0.193,0.009,15,Clec10a,,
7.69E-38,1.049465127,0.273,0.046,15,Gm6377,,
4.16E-44,1.044910669,0.23,0.029,15,Rel,,
7.66E-44,1.043383651,0.752,0.271,15,Lsp1,,
3.71E-35,1.043291817,0.193,0.026,15,Tnf,,
3.77E-46,1.040283027,0.491,0.111,15,Wfdc17,,
1.35E-64,1.037108038,0.205,0.016,15,Etv3,,
6.02E-45,1.034435165,0.82,0.343,15,Psap,,
2.01E-26,1.030877134,0.447,0.146,15,Atf3,,
7.26E-35,1.028198671,0.665,0.247,15,Cotl1,,
3.70E-36,1.026713132,0.298,0.056,15,Tnfaip3,,
2.52E-26,0.995212402,0.329,0.087,15,Hexb,,
1.80E-33,0.983278328,0.571,0.197,15,Ifi30,,
2.62E-29,0.964372767,0.199,0.032,15,Pmaip1,,
2.47E-35,0.964119116,0.28,0.05,15,Aif1,,
9.85E-49,0.959896428,0.298,0.042,15,H2-Oa,,
9.09E-40,0.958072459,0.242,0.035,15,Got1,,
3.24E-45,0.957706135,0.913,0.438,15,Cd52,,
6.99E-30,0.957320287,0.292,0.063,15,Ckb,,
2.61E-37,0.949173083,0.385,0.087,15,Marcksl1,,
1.19E-37,0.94230316,0.298,0.055,15,Maff,,
2.25E-39,0.937977497,0.211,0.027,15,Arl5c,,
9.89E-33,0.937783914,0.348,0.079,15,Nfkbiz,,
6.39E-35,0.931664349,0.23,0.036,15,Skil,,
1.95E-29,0.920472341,0.54,0.191,15,Ifrd1,,
7.99E-43,0.919936186,0.186,0.02,15,Grasp,,
1.52E-31,0.914711827,0.398,0.102,15,Plek,,
3.91E-42,0.912989627,0.168,0.016,15,Hepacam2,,
2.13E-30,0.911300451,0.789,0.389,15,Junb,,
4.33E-24,0.901943915,0.18,0.032,15,Nr4a2,,
2.40E-42,0.892583245,0.795,0.293,15,Ctss,,
1.88E-37,0.888252097,0.64,0.203,15,Alox5ap,,
4.45E-29,0.875487248,0.168,0.023,15,Slamf7,,
3.25E-31,0.874876537,0.317,0.068,15,Snx20,,
1.85E-35,0.872494718,0.273,0.048,15,Irf5,,
4.69E-25,0.862518099,0.199,0.037,15,Mcub,,
4.53E-38,0.849910002,0.304,0.054,15,Il1r2,,
4.50E-17,0.847636503,0.373,0.143,15,Nfe2l2,,
8.18E-20,0.82095781,0.528,0.228,15,Gdi2,,
3.65E-21,0.814247746,0.621,0.301,15,Tmem176b,,
2.51E-29,0.809413555,0.248,0.047,15,Tnfaip8,,
3.69E-31,0.802699838,0.882,0.551,15,Actg1,,
9.07E-18,0.802694186,0.224,0.058,15,Rilpl2,,
2.63E-41,0.794611923,0.876,0.408,15,Srgn,,
1.09E-24,0.788979945,0.472,0.16,15,Zyx,,
4.45E-22,0.786836269,0.205,0.043,15,Pid1,,
1.32E-18,0.78400259,0.248,0.068,15,Coq10b,,
1.61E-33,0.775063185,0.155,0.017,15,Ptafr,,
3.65E-17,0.77499357,0.28,0.084,15,Ccl9,,
1.43E-42,0.773768992,0.957,0.798,15,Tmsb4x,,
8.94E-19,0.76155745,0.217,0.053,15,Itgax,,
5.58E-15,0.741061629,0.174,0.043,15,Rasgef1b,,
1.91E-20,0.737840577,0.217,0.05,15,Fgd2,,
4.34E-16,0.736865671,0.236,0.068,15,Pea15a,,
1.73E-22,0.734511817,0.317,0.086,15,Pde4b,,
3.96E-15,0.733539134,0.41,0.176,15,Ywhah,,
4.20E-19,0.730635125,0.168,0.033,15,Ms4a6d,,
1.32E-25,0.727826165,0.491,0.161,15,Spi1,,
7.55E-15,0.722471784,0.217,0.063,15,Nfkbib,,
3.61E-21,0.717752793,0.689,0.36,15,Atox1,,
8.59E-21,0.70656346,0.205,0.044,15,Cbfa2t3,,
3.60E-14,0.694443489,0.404,0.172,15,Vasp,,
3.85E-15,0.691548163,0.205,0.055,15,Nfkbid,,
5.96E-23,0.688443182,0.72,0.381,15,Dusp1,,
1.61E-16,0.683446979,0.161,0.035,15,Dennd4a,,
3.04E-15,0.683270041,0.186,0.047,15,Tubb6,,
2.84E-25,0.678858464,0.689,0.278,15,Laptm5,,
1.24E-10,0.677409854,0.354,0.167,15,Ier3,,
1.15E-14,0.674873695,0.155,0.036,15,Sdf2l1,,
5.84E-15,0.670984301,0.174,0.043,15,Smim3,,
2.04E-17,0.6593614,0.273,0.08,15,Pld4,,
4.33E-14,0.657845973,0.503,0.243,15,Tmem176a,,
1.21E-11,0.653298605,0.509,0.286,15,Rps27l,,
7.63E-10,0.645203105,0.248,0.1,15,Zfand5,,
5.37E-18,0.637916943,0.18,0.039,15,Ly86,,
5.09E-15,0.637649908,0.379,0.147,15,Csf2ra,,
3.96E-21,0.635715116,0.236,0.054,15,Evi2a,,
9.67E-15,0.624524954,0.211,0.059,15,Lat2,,
2.54E-13,0.620447852,0.255,0.086,15,Tgif1,,
1.81E-19,0.615219434,0.217,0.051,15,Ccr1,,
5.69E-11,0.613183811,0.441,0.214,15,Cytip,,
1.57E-25,0.607648104,0.789,0.374,15,S100a6,,
5.44E-15,0.602119777,0.155,0.035,15,Cish,,
1.82E-09,0.601987434,0.236,0.092,15,Fosb,,
5.91E-11,0.599776679,0.304,0.126,15,Ccnd2,,
1.12E-18,0.597432538,0.298,0.086,15,Ms4a6c,,
4.14E-15,0.594992745,0.491,0.216,15,Actr3,,
1.56E-12,0.588938176,0.199,0.059,15,Kctd12,,
9.32E-14,0.582341764,0.789,0.6,15,Ubc,,
4.53E-15,0.581386327,0.205,0.055,15,Itgb7,,
9.36E-10,0.580334024,0.211,0.077,15,Arrb2,,
1.43E-18,0.561537295,0.832,0.539,15,Gpx1,,
7.49E-11,0.559247357,0.261,0.098,15,Hcls1,,
2.83E-16,0.55511077,0.776,0.464,15,Sh3bgrl3,,
1.26E-19,0.548271688,0.82,0.474,15,Arpc2,,
2.53E-13,0.541162592,0.242,0.078,15,Ppp1r15a,,
1.59E-10,0.541095786,0.199,0.067,15,Axl,,
1.83E-19,0.540743054,0.41,0.141,15,Litaf,,
1.31E-08,0.537771729,0.199,0.076,15,Tlr2,,
1.39E-11,0.534103139,0.186,0.057,15,Baz1a,,
5.42E-12,0.526713562,0.168,0.046,15,Klrd1,,
9.06E-11,0.526522543,0.242,0.088,15,Mcemp1,,
1.05E-11,0.52573288,0.447,0.215,15,Trf,,
3.39E-07,0.52250584,0.497,0.315,15,Hspa5,,
3.47E-10,0.518542405,0.329,0.144,15,Btg1,,
2.02E-15,0.518148775,0.528,0.235,15,Emp3,,
5.85E-12,0.517691037,0.311,0.124,15,Cd14,,
9.82E-13,0.516818954,0.211,0.064,15,Cyth4,,
2.92E-19,0.515734983,0.932,0.761,15,Rps11,,
4.98E-08,0.510213466,0.28,0.133,15,Sh3bgrl,,
1.40E-09,0.505748545,0.155,0.048,15,Csf2rb,,
8.88E-17,0.503674963,0.901,0.758,15,Hspa8,,
1.01E-13,0.501385033,0.64,0.328,15,Fxyd5,,
3.83E-12,0.499541583,0.708,0.435,15,Sub1,,
2.90E-10,0.496729831,0.286,0.115,15,Fam49b,,
2.52E-07,0.482819029,0.174,0.067,15,Ehd1,,
1.14E-08,0.471404366,0.168,0.058,15,Traf1,,
6.35E-08,0.46616666,0.224,0.093,15,Ppp1r18,,
2.55E-06,0.465367311,0.317,0.176,15,Lmo4,,
2.71E-09,0.449496311,0.267,0.109,15,Prkcd,,
7.17E-09,0.44213647,0.627,0.406,15,Cdc42,,
5.37E-08,0.437955554,0.298,0.14,15,Erp29,,
2.23E-08,0.434614334,0.28,0.124,15,Eno1,,
1.66E-12,0.4343493,0.627,0.343,15,Lgals3,,
1.29E-09,0.434291971,0.28,0.114,15,Selplg,,
6.90E-09,0.433380465,0.615,0.391,15,Clic1,,
7.18E-11,0.429661776,0.764,0.501,15,Arpc1b,,
4.24E-09,0.428030099,0.466,0.254,15,H2afz,,
1.23E-14,0.426375621,0.354,0.129,15,Ear2,,
3.43E-09,0.416768634,0.516,0.278,15,Vim,,
2.36E-07,0.415477647,0.565,0.357,15,Arpc3,,
1.62E-07,0.413881464,0.193,0.076,15,Crlf2,,
1.20E-08,0.413164472,0.217,0.084,15,Clec7a,,
2.94E-14,0.412767295,0.894,0.758,15,Actb,,
4.73E-09,0.411943059,0.429,0.219,15,Lcp1,,
1.97E-07,0.399552639,0.23,0.098,15,Unc93b1,,
3.61E-16,0.395565579,0.783,0.42,15,Tyrobp,,
3.11E-09,0.389160346,0.422,0.206,15,Cd53,,
4.21E-16,0.385338877,0.975,0.852,15,Rps9,,
2.65E-06,0.381085429,0.503,0.326,15,Capzb,,
1.21E-07,0.379504768,0.64,0.443,15,Pfn1,,
1.34E-06,0.375139127,0.398,0.225,15,Gnai2,,
3.63E-07,0.371153477,0.466,0.271,15,Arpc5,,
1.28E-11,0.356741555,0.876,0.639,15,Cfl1,,
3.24E-07,0.350162551,0.435,0.246,15,Ctsz,,
1.01E-07,0.347094526,0.224,0.092,15,Ncf2,,
1.16E-14,0.345648926,0.733,0.371,15,Fcer1g,,
5.41E-12,0.342199038,0.894,0.707,15,Rplp0,,
2.47E-08,0.330046547,0.416,0.207,15,Arhgdib,,
1.49E-10,0.322396042,0.652,0.348,15,Coro1a,,
7.29E-07,0.312516661,0.267,0.125,15,Cd68,,
2.87E-07,0.294938141,0.807,0.609,15,Rpl35a,,
2.03E-06,0.287180769,0.646,0.451,15,Rpl15,,
1.31E-06,0.275760834,0.758,0.554,15,Rps4x,,
9.06E-12,0.257271406,0.975,0.891,15,Rps29,,
0,2.250002877,0.424,0.005,16,Cxcr6,,Nuocyte
8.11E-261,2.204846519,0.404,0.011,16,Icos,,
7.22E-120,1.929473001,0.55,0.062,16,Thy1,,
2.33E-65,1.768063142,0.536,0.108,16,S100a4,,
3.94E-82,1.743970547,0.377,0.042,16,Cd3g,,
3.61E-68,1.598293949,0.497,0.086,16,Trbc2,,
8.37E-59,1.558354993,0.318,0.04,16,Trac,,
1.15E-219,1.544137777,0.185,0.001,16,Tcrg-C1,,
1.46E-38,1.490907725,0.265,0.043,16,Rora,,
2.29E-32,1.4161703,0.338,0.078,16,Crem,,
6.07E-33,1.391664402,0.225,0.036,16,Maf,,
2.14E-41,1.341445156,0.272,0.041,16,Gimap3,,
1.53E-48,1.337685842,0.291,0.041,16,Lat,,
1.73E-46,1.329848088,0.252,0.032,16,Skap1,,
8.55E-45,1.313727231,0.318,0.052,16,Itgb7,,
3.43E-24,1.308249863,0.457,0.169,16,Rgs2,,
1.40E-30,1.254596735,0.291,0.061,16,Trbc1,,
2.90E-37,1.251789609,0.192,0.023,16,Gpr65,,
2.37E-18,1.248042066,0.225,0.058,16,Tnfaip3,,
2.17E-24,1.234339392,0.464,0.174,16,Ifngr1,,
2.10E-27,1.232532075,0.272,0.059,16,Hcst,,
7.52E-34,1.230470404,0.49,0.148,16,Il2rg,,
1.25E-36,1.200098061,0.371,0.08,16,Ltb,,
6.98E-23,1.172837489,0.172,0.03,16,Tmem64,,
7.80E-29,1.141573287,0.305,0.068,16,Cd3d,,
7.46E-22,1.136560385,0.682,0.392,16,Junb,,
1.17E-31,1.132622032,0.172,0.022,16,Il7r,,
1.95E-14,1.121359288,0.152,0.035,16,Cish,,
1.93E-21,1.096910073,0.371,0.125,16,Ccnd2,,
2.06E-22,1.083499649,0.358,0.112,16,Selplg,,
1.90E-19,1.083205308,0.245,0.063,16,Gimap4,,
7.51E-14,1.052352205,0.192,0.054,16,Snord118,,
3.38E-18,1.036973579,0.232,0.06,16,Ets1,,
1.20E-18,1.036623501,0.212,0.05,16,Gimap1,,
3.42E-21,1.030157008,0.325,0.094,16,Ms4a4b,,
1.84E-20,1.028818162,0.285,0.078,16,Vps37b,,
6.37E-21,1.020097436,0.351,0.11,16,Ptprcap,,
3.76E-26,1.018066813,0.185,0.03,16,Il2rb,,
1.18E-18,0.987113144,0.344,0.114,16,H2-Q7,,
7.82E-13,0.945073647,0.179,0.05,16,Ccr2,,
1.01E-11,0.944684401,0.172,0.05,16,Sla,,
5.02E-14,0.944577525,0.245,0.079,16,Lck,,
1.94E-13,0.930471777,0.53,0.316,16,S100a10,,
7.91E-18,0.922580828,0.185,0.041,16,Dusp5,,
2.83E-09,0.913313352,0.232,0.097,16,Fkbp3,,
6.53E-10,0.910265758,0.265,0.116,16,Cd82,,
1.71E-15,0.87387958,0.543,0.283,16,Lgals1,,
5.02E-12,0.842562333,0.199,0.062,16,1-Sep,,
4.62E-08,0.838450242,0.152,0.052,16,Samsn1,,
9.10E-13,0.827926707,0.225,0.072,16,Rgs1,,
1.09E-09,0.825025824,0.331,0.161,16,Ptpn18,,
5.20E-13,0.820851761,0.212,0.064,16,Ctla2a,,
5.29E-08,0.819209541,0.225,0.097,16,Snord13,,
8.66E-09,0.788208144,0.159,0.052,16,Ctsw,,
5.53E-08,0.763530164,0.159,0.057,16,Tes,,
1.67E-08,0.758751052,0.179,0.066,16,Fosl2,,
2.66E-07,0.758589971,0.166,0.065,16,Sptssa,,
2.38E-11,0.74056725,0.457,0.237,16,Rac2,,
5.33E-10,0.739685395,0.159,0.048,16,Tbc1d10c,,
5.66E-14,0.702736359,0.596,0.349,16,Coro1a,,
1.00E-09,0.690616067,0.523,0.341,16,Shisa5,,
1.30E-21,0.680879284,0.881,0.64,16,Tmsb10,,
2.18E-08,0.679141479,0.152,0.05,16,Cd69,,
2.19E-08,0.658407753,0.172,0.061,16,Gpr132,,
4.53E-07,0.64129494,0.152,0.057,16,Zfp36l2,,
2.41E-13,0.625824337,0.417,0.19,16,AW112010,,
1.09E-13,0.624267065,0.689,0.444,16,Cd52,,
8.16E-08,0.616624449,0.371,0.208,16,Cd53,,
2.92E-11,0.612206251,0.662,0.467,16,Sh3bgrl3,,
2.50E-08,0.609385373,0.318,0.158,16,Arhgap45,,
2.14E-08,0.600883401,0.43,0.253,16,Cotl1,,
9.16E-07,0.599448586,0.291,0.151,16,Stk17b,,
1.60E-10,0.588961977,0.589,0.379,16,S100a6,,
6.46E-25,0.578043948,0.974,0.813,16,B2m,,
3.39E-07,0.536694709,0.57,0.445,16,Pfn1,,
2.98E-10,0.534327599,0.762,0.626,16,H2-K1,,
3.34E-15,0.504018251,0.901,0.762,16,Rps11,,
1.73E-07,0.501241466,0.47,0.283,16,Laptm5,,
1.15E-12,0.49588833,0.815,0.675,16,Rps2,,
1.61E-09,0.481587358,0.762,0.657,16,Rps18,,
3.93E-08,0.47558513,0.762,0.661,16,H2-D1,,
9.15E-11,0.465465127,0.801,0.687,16,Rpsa,,
1.72E-09,0.456740289,0.781,0.669,16,Rps16,,
2.86E-06,0.437344677,0.702,0.645,16,Eef1a1,,
1.12E-11,0.432066563,0.881,0.835,16,Rplp1,,
2.99E-14,0.421053006,0.894,0.78,16,Rps15a,,
2.51E-13,0.412672849,0.894,0.752,16,Rps24,,
3.24E-09,0.412467257,0.815,0.735,16,Rps3,,
1.58E-09,0.405662069,0.834,0.758,16,Rpl36,,
2.88E-07,0.405454653,0.815,0.736,16,Tpt1,,
4.91E-09,0.402071375,0.788,0.69,16,Rpl23a,,
9.51E-11,0.39301613,0.775,0.641,16,Rpl3,,
1.59E-07,0.383773693,0.775,0.704,16,Rps21,,
6.51E-14,0.383427297,0.974,0.929,16,Rpl13,,
4.40E-09,0.381820239,0.788,0.711,16,Rpl4,,
9.13E-14,0.381315467,0.954,0.881,16,Rpl32,,
7.60E-07,0.370337222,0.808,0.752,16,Rpl11,,
1.83E-19,0.369564126,0.993,0.947,16,Rps27,,
8.34E-11,0.368739547,0.907,0.823,16,Rpl37a,,
6.58E-07,0.364510854,0.795,0.746,16,Rpl14,,
3.76E-08,0.360306412,0.815,0.687,16,Ly6e,,
9.57E-12,0.360296275,0.927,0.87,16,Rps14,,
2.58E-08,0.356151275,0.788,0.71,16,Rplp0,,
3.68E-07,0.353048624,0.735,0.666,16,Rpl30,,
4.03E-09,0.350838519,0.808,0.727,16,Rplp2,,
2.25E-08,0.344400213,0.815,0.747,16,Rps23,,
2.73E-07,0.303739524,0.788,0.708,16,Rps7,,
6.67E-07,0.302763394,0.934,0.914,16,Ubb,,
3.27E-07,0.302223389,0.861,0.807,16,Rpl37,,
4.68E-10,0.282762018,0.96,0.918,16,Rpl18a,,
0,2.955628103,0.713,0.025,17,Plvap,,Endothelial cell_Tmem100 high
3.27E-284,2.804779983,0.664,0.034,17,Tmem100,,
0,2.678561625,0.706,0.031,17,Tspan7,,
4.11E-265,2.661141442,0.769,0.052,17,Ramp2,,
1.44E-283,2.652744058,0.804,0.054,17,Egfl7,,
1.23E-261,2.626489274,0.748,0.049,17,Cldn5,,
1.22E-293,2.558186659,0.503,0.016,17,Gpihbp1,,
2.25E-183,2.407617302,0.601,0.046,17,Hpgd,,
2.20E-213,2.36899754,0.72,0.058,17,Aqp1,,
9.37E-229,2.257573854,0.455,0.018,17,Ptprb,,
5.25E-113,2.198672883,0.671,0.103,17,Pltp,,
1.47E-207,2.185287588,0.517,0.028,17,Eng,,
1.88E-229,2.156101489,0.448,0.017,17,Clec14a,,
7.56E-147,2.141404883,0.692,0.081,17,Cav1,,
1.52E-124,2.13883335,0.476,0.042,17,Tm4sf1,,
1.86E-105,2.082261798,0.503,0.057,17,Sdpr,,
4.92E-177,2.012081744,0.469,0.026,17,Cdh5,,
1.07E-149,2.00314313,0.392,0.022,17,Lyve1,,
2.14E-74,1.967913548,0.615,0.133,17,Epas1,,
1.82E-171,1.957249166,0.329,0.012,17,Acer2,,
1.46E-148,1.942955314,0.434,0.028,17,Calcrl,,
1.30E-91,1.929223924,0.357,0.032,17,BC028528,,
2.07E-87,1.909828367,0.483,0.063,17,Thbd,,
1.73E-100,1.844760008,0.364,0.03,17,Fmo1,,
3.08E-96,1.844006262,0.434,0.045,17,Ace,,
4.35E-88,1.829582812,0.748,0.162,17,Ly6a,,
2.57E-145,1.819132394,0.378,0.021,17,Ecscr,,
6.54E-89,1.80276235,0.392,0.04,17,Plpp1,,
3.39E-91,1.761873137,0.238,0.013,17,Sema3c,,
8.72E-110,1.752925665,0.322,0.021,17,Cd93,,
3.18E-111,1.752307561,0.392,0.031,17,Pecam1,,
1.74E-67,1.752031199,0.448,0.07,17,Ehd4,,
3.58E-80,1.749817097,0.455,0.059,17,Ctla2a,,
5.07E-82,1.744206816,0.399,0.045,17,Acvrl1,,
3.62E-60,1.730356468,0.357,0.049,17,Hilpda,,
1.06E-92,1.718592313,0.42,0.043,17,Icam2,,
9.50E-54,1.688277593,0.566,0.143,17,Adgrf5,,
3.96E-81,1.674243519,0.406,0.047,17,Cav2,,
2.76E-44,1.648271041,0.441,0.1,17,Esam,,
2.84E-71,1.640684273,0.259,0.021,17,Flt1,,
4.46E-55,1.637196599,0.517,0.113,17,Ly6c1,,
1.10E-78,1.627590187,0.517,0.078,17,Cyp4b1,,
1.07E-60,1.622468525,0.357,0.049,17,Slco2a1,,
2.85E-118,1.617473988,0.266,0.012,17,Foxf1,,
4.03E-24,1.570424426,0.455,0.165,17,Ier3,,
4.41E-48,1.535966545,0.273,0.035,17,Slfn5,,
1.26E-132,1.527978693,0.266,0.01,17,Tek,,
2.91E-52,1.515144897,0.273,0.032,17,Gng11,,
2.51E-56,1.496342666,0.329,0.043,17,S1pr1,,
1.94E-33,1.468616229,0.329,0.07,17,Klf4,,
2.95E-52,1.426432576,0.51,0.108,17,Id3,,
6.72E-33,1.4203814,0.294,0.058,17,Ece1,,
4.89E-37,1.419560096,0.21,0.027,17,Elk3,,
7.92E-27,1.41543694,0.406,0.126,17,Hes1,,
2.18E-160,1.413649408,0.21,0.004,17,Gja4,,
7.21E-81,1.405076829,0.161,0.006,17,Ripply3,,
1.25E-93,1.397144799,0.182,0.007,17,Ldb2,,
